QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	29.976400	31.133900	0.100000	1
1	0	3	16	0.000000	0.000000	0.000000	0.000000	29.976610	31.133516	100.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	29.976154	31.133269	100.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	29.975699	31.133805	100.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	29.975857	31.135747	100.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	29.977093	31.136842	100.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	29.978515	31.137207	120.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	29.980662	31.135179	100.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	29.979518	31.131703	100.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	29.978245	31.131338	100.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	29.976117	31.132679	100.000000	1
11	0	3	16	0.000000	0.000000	0.000000	0.000000	29.973914	31.130995	100.000000	1
12	0	3	16	0.000000	0.000000	0.000000	0.000000	29.975745	31.128452	140.000000	1
13	0	3	16	0.000000	0.000000	0.000000	0.000000	29.977576	31.128892	100.000000	1
